movie_title,title_year,director_name,genres,duration,budget,gross,language,country,content_rating,color,movie_imdb_link,num_user_for_reviews,imdb_score
You Again ,2010,Andy Fickman,Comedy|Family|Romance,105,20000000,25677801,English,USA,PG,Color,http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1,136,5.8
She's Out of My League ,2010,Jim Field Smith,Comedy|Romance,104,20000000,31584722,English,USA,R,Color,http://www.imdb.com/title/tt0815236/?ref_=fn_tt_tt_1,131,6.4
Alpha and Omega ,2010,Anthony Bell,Adventure|Animation|Comedy|Family|Romance,90,20000000,25077977,English,USA,PG,Color,http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1,84,5.3
Let Me In ,2010,Matt Reeves,Drama|Fantasy|Horror|Mystery,116,20000000,12134420,English,UK,R,Color,http://www.imdb.com/title/tt1228987/?ref_=fn_tt_tt_1,366,7.2
Dylan Dog: Dead of Night ,2010,Kevin Munroe,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,107,20000000,1183354,English,USA,PG-13,Color,http://www.imdb.com/title/tt1013860/?ref_=fn_tt_tt_1,75,5.1
The Tempest ,2010,Julie Taymor,Comedy|Drama|Fantasy|Romance,110,20000000,263365,English,USA,PG-13,Color,http://www.imdb.com/title/tt1274300/?ref_=fn_tt_tt_1,36,5.4
The Switch ,2010,Josh Gordon,Comedy|Drama|Romance,101,19000000,27758465,English,USA,PG-13,Color,http://www.imdb.com/title/tt0889573/?ref_=fn_tt_tt_1,120,6.1
The Crazies ,2010,Breck Eisner,Horror|Thriller,101,20000000,39103378,English,USA,R,Color,http://www.imdb.com/title/tt0455407/?ref_=fn_tt_tt_1,251,6.5
Leap Year ,2010,Anand Tucker,Comedy|Romance,100,19000000,12561,English,USA,PG,Color,http://www.imdb.com/title/tt1216492/?ref_=fn_tt_tt_1,181,6.4
127 Hours ,2010,Danny Boyle,Adventure|Biography|Drama|Thriller,94,18000000,18329466,English,USA,R,Color,http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1,440,7.6
Saw 3D: The Final Chapter ,2010,Kevin Greutert,Horror|Mystery,90,20000000,45670855,English,Canada,R,Color,http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1,279,5.6
Remember Me ,2010,Allen Coulter,Drama|Romance,113,16000000,19057024,English,USA,PG-13,Color,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,361,7.2
The King's Speech ,2010,Tom Hooper,Biography|Drama|History|Romance,118,15000000,138795342,English,UK,R,Color,http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1,636,8
Diary of a Wimpy Kid ,2010,Thor Freudenthal,Comedy|Family,94,15000000,64001297,English,USA,PG,Color,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,103,6.2
Ramona and Beezus ,2010,Elizabeth Allen Rosenbaum,Adventure|Comedy|Family|Fantasy,103,15000000,26161406,English,USA,G,Color,http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1,52,6.7
Country Strong ,2010,Shana Feste,Drama|Music,117,15000000,20218921,English,Official site,PG-13,Color,http://www.imdb.com/title/tt1555064/?ref_=fn_tt_tt_1,114,6.3
You Will Meet a Tall Dark Stranger ,2010,Woody Allen,Comedy|Drama|Romance,98,22000000,3247816,English,USA,R,Color,http://www.imdb.com/title/tt1182350/?ref_=fn_tt_tt_1,108,6.3
Never Let Me Go ,2010,Mark Romanek,Drama|Romance|Sci-Fi,103,15000000,2412045,English,UK,R,Color,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,320,7.2
Sarah's Key ,2010,Gilles Paquet-Brenner,Drama|War,111,10000000,7691700,French,France,PG-13,Color,http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,73,7.5
Our Family Wedding ,2010,Rick Famuyiwa,Comedy|Romance,103,14000000,20246959,English,USA,PG-13,Color,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,20,4.9
Flipped ,2010,Rob Reiner,Comedy|Drama|Romance,90,14000000,1752214,English,USA,PG,Color,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,104,7.7
The Last Godfather ,2010,Hyung-rae Shim,Comedy,100,13400000,163591,English,South Korea,PG-13,Color,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,17,3.6
Black Swan ,2010,Darren Aronofsky,Drama|Thriller,108,13000000,106952327,English,USA,R,Color,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,1140,8
The Killer Inside Me ,2010,Michael Winterbottom,Crime|Drama|Thriller,109,13000000,214966,English,USA,R,Color,http://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1,176,6.1
Machete ,2010,Ethan Maniquis,Action|Crime|Thriller,105,10500000,26589953,English,USA,R,Color,http://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1,392,6.7
Casino Jack ,2010,George Hickenlooper,Biography|Comedy|Crime|Drama,108,15000000,1039869,English,Canada,R,Color,http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1,51,6.2
The Fighter ,2010,David O. Russell,Biography|Drama|Sport,116,25000000,93571803,English,USA,R,Color,http://www.imdb.com/title/tt0964517/?ref_=fn_tt_tt_1,389,7.9
Devil ,2010,John Erick Dowdle,Horror|Mystery|Thriller,80,10000000,33583175,English,USA,PG-13,Color,http://www.imdb.com/title/tt1314655/?ref_=fn_tt_tt_1,319,6.3
Skyline ,2010,Colin Strause,Action|Sci-Fi|Thriller,97,10000000,21371425,English,USA,PG-13,Color,http://www.imdb.com/title/tt1564585/?ref_=fn_tt_tt_1,944,4.4
MacGruber ,2010,Jorma Taccone,Action|Comedy|Romance,95,10000000,8460995,English,USA,R,Color,http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1,125,5.5
The Runaways ,2010,Floria Sigismondi,Biography|Drama|Music,106,10000000,3571735,English,USA,R,Color,http://www.imdb.com/title/tt1017451/?ref_=fn_tt_tt_1,129,6.6
My Name Is Khan ,2010,Karan Johar,Adventure|Drama|Thriller,128,12000000,4018695,Hindi,India,PG-13,Color,http://www.imdb.com/title/tt1188996/?ref_=fn_tt_tt_1,235,8
Easy A ,2010,Will Gluck,Comedy|Romance,92,8000000,58401464,English,USA,PG-13,Color,http://www.imdb.com/title/tt1282140/?ref_=fn_tt_tt_1,264,7.1
Another Year ,2010,Mike Leigh,Comedy|Drama,129,10000000,3205244,English,UK,PG-13,Color,http://www.imdb.com/title/tt1431181/?ref_=fn_tt_tt_1,141,7.3
It's Kind of a Funny Story ,2010,Anna Boden,Comedy|Drama|Romance,101,8000000,6350058,English,USA,PG-13,Color,http://www.imdb.com/title/tt0804497/?ref_=fn_tt_tt_1,150,7.2
Made in Dagenham ,2010,Nigel Cole,Biography|Comedy|Drama|History,113,7200000,1094798,English,UK,R,Color,http://www.imdb.com/title/tt1371155/?ref_=fn_tt_tt_1,73,7.2
Wild Target ,2010,Jonathan Lynn,Action|Comedy|Crime,98,8000000,117190,English,UK,PG-13,Color,http://www.imdb.com/title/tt1235189/?ref_=fn_tt_tt_1,86,6.9
Cyrus ,2010,Jay Duplass,Comedy|Drama|Romance,91,7000000,7455447,English,USA,R,Color,http://www.imdb.com/title/tt1336617/?ref_=fn_tt_tt_1,126,6.3
Somewhere ,2010,Sofia Coppola,Comedy|Drama,97,7000000,1768416,English,USA,R,Color,http://www.imdb.com/title/tt1421051/?ref_=fn_tt_tt_1,198,6.3
Hesher ,2010,Spencer Susser,Drama,106,7000000,382946,English,USA,R,Color,http://www.imdb.com/title/tt1403177/?ref_=fn_tt_tt_1,99,7.1
The Extra Man ,2010,Shari Springer Berman,Comedy,108,7000000,453079,English,USA,R,Color,http://www.imdb.com/title/tt1361313/?ref_=fn_tt_tt_1,29,5.9
Ca$h ,2010,Stephen Milburn Anderson,Comedy|Crime|Thriller,118,7000000,46451,English,USA,R,Color,http://www.imdb.com/title/tt1106860/?ref_=fn_tt_tt_1,38,6
Incendies ,2010,Denis Villeneuve,Drama|Mystery|War,139,6800000,6857096,French,Canada,R,Color,http://www.imdb.com/title/tt1255953/?ref_=fn_tt_tt_1,156,8.2
The 5th Quarter ,2010,Rick Bieber,Biography|Drama|Sport,90,6000000,399611,English,USA,PG,Color,http://www.imdb.com/title/tt1130964/?ref_=fn_tt_tt_1,29,5.7
Of Gods and Men ,2010,Xavier Beauvois,Drama,122,4000000,3950029,French,France,PG-13,Color,http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1,89,7.2
Everything Must Go ,2010,Dan Rush,Comedy|Drama,97,5000000,2711210,English,USA,R,Color,http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1,86,6.4
Rabbit Hole ,2010,John Cameron Mitchell,Drama,91,5000000,2221809,English,USA,PG-13,Color,http://www.imdb.com/title/tt0935075/?ref_=fn_tt_tt_1,144,7
The Names of Love ,2010,Michel Leclerc,Comedy|Drama|Romance,100,4600000,513836,French,France,R,Color,http://www.imdb.com/title/tt1646974/?ref_=fn_tt_tt_1,21,7.2
The Kids Are All Right ,2010,Lisa Cholodenko,Comedy|Drama,106,3500000,20803237,English,USA,R,Color,http://www.imdb.com/title/tt0842926/?ref_=fn_tt_tt_1,291,7.1
Trust ,2010,David Schwimmer,Crime|Drama|Thriller,106,9500000,58214,English,USA,R,Color,http://www.imdb.com/title/tt1529572/?ref_=fn_tt_tt_1,137,7
Stake Land ,2010,Jim Mickle,Drama|Horror|Sci-Fi,98,650000,18469,English,USA,R,Color,http://www.imdb.com/title/tt1464580/?ref_=fn_tt_tt_1,141,6.5
Trollhunter ,2010,André Øvredal,Comedy|Drama|Fantasy|Horror,103,19900000,252652,Norwegian,Norway,PG-13,Color,http://www.imdb.com/title/tt1740707/?ref_=fn_tt_tt_1,199,7
Beginners ,2010,Mike Mills,Comedy|Drama|Romance,105,3200000,5776314,English,USA,R,Color,http://www.imdb.com/title/tt1532503/?ref_=fn_tt_tt_1,142,7.2
Paranormal Activity 2 ,2010,Tod Williams,Horror,98,3000000,84749884,English,USA,R,Color,http://www.imdb.com/title/tt1536044/?ref_=fn_tt_tt_1,359,5.7
Letters to God ,2010,David Nixon,Drama|Family,110,3500000,2848578,English,USA,PG,Color,http://www.imdb.com/title/tt1462054/?ref_=fn_tt_tt_1,65,6.3
Freakonomics ,2010,Heidi Ewing,Documentary,93,3000000,100675,English,USA,PG-13,Color,http://www.imdb.com/title/tt1152822/?ref_=fn_tt_tt_1,23,6.4
8: The Mormon Proposition ,2010,Reed Cowan,Documentary,80,2500000,99851,English,USA,R,Color,http://www.imdb.com/title/tt1484522/?ref_=fn_tt_tt_1,30,7.1
Super ,2010,James Gunn,Comedy|Crime|Drama,96,2500000,322157,English,USA,R,Color,http://www.imdb.com/title/tt1512235/?ref_=fn_tt_tt_1,203,6.8
Winter's Bone ,2010,Debra Granik,Drama,100,2000000,6531491,English,USA,R,Color,http://www.imdb.com/title/tt1399683/?ref_=fn_tt_tt_1,297,7.2
The Virginity Hit ,2010,Huck Botko,Comedy,86,3400000,535249,English,USA,R,Color,http://www.imdb.com/title/tt1695994/?ref_=fn_tt_tt_1,13,4.6
Buried ,2010,Rodrigo Cortés,Drama|Mystery|Thriller,95,3000000,1028658,English,Spain,R,Color,http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,447,7
The Last Exorcism ,2010,Daniel Stamm,Drama|Horror|Thriller,87,1800000,40990055,English,France,PG-13,Color,http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1,300,5.6
I Spit on Your Grave ,2010,Steven R. Monroe,Horror|Thriller,105,2000000,92401,English,USA,R,Color,http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1,209,6.3
Insidious ,2010,James Wan,Fantasy|Horror|Mystery|Thriller,103,1500000,53991137,English,USA,PG-13,Color,http://www.imdb.com/title/tt1591095/?ref_=fn_tt_tt_1,752,6.8
Amigo ,2010,John Sayles,Drama|War,124,1700000,183490,English,USA,R,Color,http://www.imdb.com/title/tt1562847/?ref_=fn_tt_tt_1,8,5.8
Beyond the Black Rainbow ,2010,Panos Cosmatos,Sci-Fi|Thriller,110,1100000,56129,English,Canada,R,Color,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,82,6.1
Blue Valentine ,2010,Derek Cianfrance,Drama|Romance,112,3500000,9701559,English,USA,R,Color,http://www.imdb.com/title/tt1120985/?ref_=fn_tt_tt_1,283,7.4
The Perfect Host ,2010,Nick Tomnay,Comedy|Crime|Thriller,93,500000,48430,English,USA,R,Color,http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,73,6.8
Rubber ,2010,Quentin Dupieux,Comedy|Fantasy|Horror,82,500000,98017,English,France,R,Color,http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,170,5.8
Monsters ,2010,Gareth Edwards,Drama|Sci-Fi|Thriller,94,500000,237301,English,UK,R,Color,http://www.imdb.com/title/tt1470827/?ref_=fn_tt_tt_1,451,6.4
I Want Your Money ,2010,Ray Griggs,Documentary,92,400000,425899,English,USA,PG,Color,http://www.imdb.com/title/tt1560957/?ref_=fn_tt_tt_1,31,5.1
The Grace Card ,2010,David G. Evans,Drama,101,200000,2428241,English,USA,PG-13,Color,http://www.imdb.com/title/tt1544600/?ref_=fn_tt_tt_1,26,6.4
Tiny Furniture ,2010,Lena Dunham,Comedy|Drama|Romance,98,65000,389804,English,USA,Not Rated,Color,http://www.imdb.com/title/tt1570989/?ref_=fn_tt_tt_1,35,6.3
Pirates of the Caribbean: On Stranger Tides ,2011,Rob Marshall,Action|Adventure|Fantasy,136,250000000,241063875,English,USA,PG-13,Color,http://www.imdb.com/title/tt1298650/?ref_=fn_tt_tt_1,484,6.7
Cars 2 ,2011,John Lasseter,Adventure|Animation|Comedy|Family|Sport,106,200000000,191450875,English,USA,G,Color,http://www.imdb.com/title/tt1216475/?ref_=fn_tt_tt_1,283,6.3
Green Lantern ,2011,Martin Campbell,Action|Adventure|Sci-Fi,123,200000000,116593191,English,USA,PG-13,Color,http://www.imdb.com/title/tt1133985/?ref_=fn_tt_tt_1,550,5.6
Transformers: Dark of the Moon ,2011,Michael Bay,Action|Adventure|Sci-Fi,154,195000000,352358779,English,USA,PG-13,Color,http://www.imdb.com/title/tt1399103/?ref_=fn_tt_tt_1,899,6.3
Hugo ,2011,Martin Scorsese,Adventure|Drama|Family|Mystery,126,170000000,73820094,English,USA,PG,Color,http://www.imdb.com/title/tt0970179/?ref_=fn_tt_tt_1,678,7.5
X-Men: First Class ,2011,Matthew Vaughn,Action|Adventure|Sci-Fi,132,160000000,146405371,English,USA,PG-13,Color,http://www.imdb.com/title/tt1270798/?ref_=fn_tt_tt_1,698,7.8
Thor ,2011,Kenneth Branagh,Action|Adventure|Fantasy,115,150000000,181015141,English,USA,PG-13,Color,http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,738,7
Kung Fu Panda 2 ,2011,Jennifer Yuh Nelson,Action|Adventure|Animation|Comedy|Family,90,150000000,165230261,English,USA,PG,Color,http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,209,7.3
Mars Needs Moms ,2011,Simon Wells,Action|Adventure|Animation|Comedy|Family|Sci-Fi,88,150000000,21379315,English,USA,PG,Color,http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1,112,5.4
Mission: Impossible - Ghost Protocol ,2011,Brad Bird,Action|Adventure|Thriller,133,145000000,209364921,English,USA,PG-13,Color,http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1,512,7.4
Captain America: The First Avenger ,2011,Joe Johnston,Action|Adventure|Sci-Fi,124,140000000,176636816,English,USA,PG-13,Color,http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1,679,6.9
Happy Feet 2 ,2011,George Miller,Animation|Comedy|Family|Musical,100,135000000,63992328,English,Australia,PG,Color,http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1,79,5.9
Rango ,2011,Gore Verbinski,Adventure|Animation|Comedy|Family|Western,107,135000000,123207194,English,USA,PG,Color,http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1,337,7.2
Puss in Boots ,2011,Chris Miller,Action|Adventure|Animation|Comedy|Family|Fantasy,90,130000000,149234747,English,USA,PG,Color,http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1,137,6.7
The Adventures of Tintin ,2011,Steven Spielberg,Action|Adventure|Family|Mystery,107,135000000,77564037,English,USA,PG,Color,http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1,447,7.4
Fast Five ,2011,Justin Lin,Action|Crime|Thriller,132,125000000,209805005,English,USA,PG-13,Color,http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1,366,7.3
Sherlock Holmes: A Game of Shadows ,2011,Guy Ritchie,Action|Adventure|Crime|Mystery|Thriller,129,125000000,186830669,English,USA,PG-13,Color,http://www.imdb.com/title/tt1515091/?ref_=fn_tt_tt_1,412,7.5
The Green Hornet ,2011,Michel Gondry,Action|Comedy|Crime|Sci-Fi|Thriller,119,120000000,98780042,English,USA,PG-13,Color,http://www.imdb.com/title/tt0990407/?ref_=fn_tt_tt_1,443,5.8
The Smurfs ,2011,Raja Gosnell,Adventure|Animation|Comedy|Family|Fantasy,103,110000000,142614158,English,USA,PG,Color,http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1,153,5.5
Real Steel ,2011,Shawn Levy,Action|Drama|Sci-Fi|Sport,127,110000000,85463309,English,USA,PG-13,Color,http://www.imdb.com/title/tt0433035/?ref_=fn_tt_tt_1,426,7.1
The Flowers of War ,2011,Yimou Zhang,Drama|History|Romance|War,146,94000000,9213,Mandarin,China,R,Color,http://www.imdb.com/title/tt1410063/?ref_=fn_tt_tt_1,130,7.6
Rise of the Planet of the Apes ,2011,Rupert Wyatt,Action|Drama|Sci-Fi|Thriller,105,93000000,176740650,English,USA,PG-13,Color,http://www.imdb.com/title/tt1318514/?ref_=fn_tt_tt_1,646,7.6
The Girl with the Dragon Tattoo ,2011,David Fincher,Crime|Drama|Mystery|Thriller,158,90000000,102515793,English,USA,R,Color,http://www.imdb.com/title/tt1568346/?ref_=fn_tt_tt_1,632,7.8
Rio ,2011,Carlos Saldanha,Adventure|Animation|Comedy|Family|Musical,96,90000000,143618384,English,USA,G,Color,http://www.imdb.com/title/tt1436562/?ref_=fn_tt_tt_1,186,7
The Three Musketeers ,2011,Paul W.S. Anderson,Action|Adventure|Romance,110,75000000,20315324,English,Germany,PG-13,Color,http://www.imdb.com/title/tt1509767/?ref_=fn_tt_tt_1,254,5.8
Tower Heist ,2011,Brett Ratner,Action|Comedy|Crime,104,75000000,78009155,English,USA,PG-13,Color,http://www.imdb.com/title/tt0471042/?ref_=fn_tt_tt_1,194,6.2
Arthur Christmas ,2011,Sarah Smith,Adventure|Animation|Comedy|Family|Fantasy,97,100000000,46440491,English,UK,PG,Color,http://www.imdb.com/title/tt1430607/?ref_=fn_tt_tt_1,78,7.1
The Hangover Part II ,2011,Todd Phillips,Comedy,102,80000000,254455986,English,USA,R,Color,http://www.imdb.com/title/tt1411697/?ref_=fn_tt_tt_1,402,6.5
Alvin and the Chipmunks: Chipwrecked ,2011,Mike Mitchell,Adventure|Animation|Comedy|Family|Fantasy|Music,87,75000000,133103929,English,USA,G,Color,http://www.imdb.com/title/tt1615918/?ref_=fn_tt_tt_1,56,4.4
Just Go with It ,2011,Dennis Dugan,Comedy|Romance,117,80000000,103028109,English,USA,PG-13,Color,http://www.imdb.com/title/tt1564367/?ref_=fn_tt_tt_1,203,6.4
Zookeeper ,2011,Frank Coraci,Comedy|Family|Romance,102,80000000,80360866,English,USA,PG,Color,http://www.imdb.com/title/tt1222817/?ref_=fn_tt_tt_1,127,5.2
Jack and Jill ,2011,Dennis Dugan,Comedy,91,79000000,74158157,English,USA,PG,Color,http://www.imdb.com/title/tt0810913/?ref_=fn_tt_tt_1,264,3.4
Immortals ,2011,Tarsem Singh,Action|Drama|Fantasy|Romance,110,75000000,83503161,English,USA,R,Color,http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1,405,6.1
Sucker Punch ,2011,Zack Snyder,Action|Fantasy,128,82000000,36381716,English,USA,PG-13,Color,http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1,918,6.1
Battle Los Angeles ,2011,Jonathan Liebesman,Action|Sci-Fi,116,70000000,83552429,English,USA,PG-13,Color,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1,800,5.8
War Horse ,2011,Steven Spielberg,Drama|War,146,66000000,79883359,English,USA,PG-13, Black and White,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1,488,7.2
The Dilemma ,2011,Ron Howard,Comedy|Drama,111,70000000,48430355,English,USA,PG-13,Color,http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1,141,5.3
Killer Elite ,2011,Gary McKendry,Action|Crime|Thriller,116,35000000,25093607,English,UK,R,Color,http://www.imdb.com/title/tt1448755/?ref_=fn_tt_tt_1,157,6.5
Hall Pass ,2011,Bobby Farrelly,Comedy|Romance,111,36000000,45045037,English,USA,R,Color,http://www.imdb.com/title/tt0480687/?ref_=fn_tt_tt_1,143,5.9
Hop ,2011,Tim Hill,Adventure|Animation|Comedy|Family|Fantasy,95,63000000,108012170,English,USA,PG,Color,http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1,82,5.5
Contagion ,2011,Steven Soderbergh,Drama|Thriller,106,60000000,75638743,English,USA,PG-13,Color,http://www.imdb.com/title/tt1598778/?ref_=fn_tt_tt_1,411,6.6
Priest ,2011,Scott Stewart,Action|Fantasy|Horror|Sci-Fi|Thriller,87,60000000,29136626,English,USA,PG-13,Color,http://www.imdb.com/title/tt0822847/?ref_=fn_tt_tt_1,233,5.7
Ghost Rider: Spirit of Vengeance ,2011,Mark Neveldine,Action|Fantasy|Thriller,96,57000000,51774002,English,USA,PG-13,Color,http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1,331,4.3
Mr. Popper's Penguins ,2011,Mark Waters,Comedy|Family|Fantasy,94,55000000,68218041,English,USA,PG,Color,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,108,6
The Change-Up ,2011,David Dobkin,Comedy|Fantasy,118,52000000,37035845,English,USA,R,Color,http://www.imdb.com/title/tt1488555/?ref_=fn_tt_tt_1,149,6.4
The Adjustment Bureau ,2011,George Nolfi,Romance|Sci-Fi|Thriller,106,50200000,62453315,English,USA,PG-13,Color,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,407,7.1
Super 8 ,2011,J.J. Abrams,Mystery|Sci-Fi|Thriller,112,50000000,126975169,English,USA,PG-13,Color,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1,849,7.1
"Crazy, Stupid, Love. ",2011,Glenn Ficarra,Comedy|Drama|Romance,118,50000000,84244877,English,USA,PG-13,Color,http://www.imdb.com/title/tt1570728/?ref_=fn_tt_tt_1,292,7.4
Moneyball ,2011,Bennett Miller,Biography|Drama|Sport,133,50000000,75605492,English,USA,PG-13,Color,http://www.imdb.com/title/tt1210166/?ref_=fn_tt_tt_1,312,7.6
I Am Number Four ,2011,D.J. Caruso,Action|Adventure|Sci-Fi|Thriller,109,60000000,55092830,English,USA,PG-13,Color,http://www.imdb.com/title/tt1464540/?ref_=fn_tt_tt_1,329,6.1
Your Highness ,2011,David Gordon Green,Adventure|Comedy|Fantasy,102,49900000,21557240,English,USA,R,Color,http://www.imdb.com/title/tt1240982/?ref_=fn_tt_tt_1,274,5.6
Dream House ,2011,Jim Sheridan,Drama|Mystery|Thriller,84,55000000,21283440,English,USA,PG-13,Color,http://www.imdb.com/title/tt1462041/?ref_=fn_tt_tt_1,137,6
Drive Angry ,2011,Patrick Lussier,Action|Fantasy|Thriller,104,50000000,10706786,English,USA,R,Color,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1,211,5.5
The Muppets ,2011,James Bobin,Adventure|Comedy|Family|Musical,103,45000000,88625922,English,USA,PG,Color,http://www.imdb.com/title/tt1204342/?ref_=fn_tt_tt_1,252,7.1
Johnny English Reborn ,2011,Oliver Parker,Action|Adventure|Comedy|Crime,101,45000000,8129455,English,USA,PG,Color,http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1,142,6.3
The Mechanic ,2011,Simon West,Action|Crime|Thriller,93,40000000,29113588,English,USA,R,Color,http://www.imdb.com/title/tt0472399/?ref_=fn_tt_tt_1,181,6.6
Red Riding Hood ,2011,Catherine Hardwicke,Fantasy|Horror|Mystery|Thriller,100,42000000,37652565,English,USA,PG-13,Color,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1,283,5.4
